Fecha,C02,C04,C05,C06,C07,C08,C10,C11,C12,P03,P08,P11,P12,P13,P16,P17,P19,P20,P22,P23,P25,P27,P29,P30,P31,P34,P38,P39,P40,P41,P42,P45,P46,P52,P53,P54,P55,P56,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P70,P72
2008-04-01,201.4,236.3,159.4,104,59.8,0,0,0,0,195.1,173.9,139,260.5,115.5,113.7,221.4,97.3,122.5,271,308.8,175,267.96,257.52,291.36,0,85.6,103.2,86.88,89.52,0,88.56,99.36,132.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-01,93.9,251.7,125.2,89.6,79.1,0,0,0,0,272.1,169.9,80.6,171.5,62.3,0,246.6,106.5,86.4,220,274.7,184.4,224.62,233.76,308.4,0,62.5,149.52,132.96,135.36,0,119.04,90.24,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-01,0,61.4,56.1,32.5,29.1,67.5,68.1,0,0,2.8,39.7,61.9,96.5,31.9,92.2,93.6,56.4,39.4,105.5,156.5,124,120.12,106.08,134.88,74.4,60.7,123.36,129.12,119.76,0,138,33.12,129.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-01,0,25.3,9.8,5,3.9,8.1,84.3,0,0,10.6,10.9,20.3,18.1,2,24.8,3.2,1.1,7,17.2,24.6,17.6,36.08,20.16,26.88,37.2,0,0,120.96,106.32,0,132,9.84,119.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-01,0,75.2,30.1,27,11.2,75.7,58.6,0,0,45.9,38.5,49.8,69.9,43.1,84.8,43.7,17.6,12.5,88.1,97.2,93.1,90.2,77.52,104.4,43.68,0,107.22,97.44,104.8,0,112.56,19.92,172.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-01,0,86,38.4,29.5,24.7,85.3,107.5,0,0,28.6,20.52,77.7,77,62.8,89.7,130.5,14.7,17.7,97.5,64.1,83.6,112.86,92.4,107.76,12.24,0,55,99.6,78.3,35.5,126,31.68,143.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-01,0,183.6,218.2,49,20.6,247.6,169.2,0,0,81.8,144.72,139.4,67.6,152.9,175.5,278.7,111.3,126.1,78.5,206.9,145.8,201.52,196.32,211.44,40.32,62.9,141.1,103.68,29.8,66.7,162.24,130.56,62.3,150.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-01,0,121.1,72.6,80.1,16.4,181.9,106.9,0,0,92.9,96.96,126.7,56.6,26.16,95,111.5,59.1,44.2,63.1,108.5,97.9,83.38,84,78,28.8,49.2,69.4,102.96,55.5,42.9,101.92,35.28,22.8,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-01,0,136.3,119.2,106,26.8,187.7,99.3,0,0,102.5,131.52,100.3,55.7,142.32,69.4,141.7,93.8,6.2,91.7,92.8,75.1,150.26,146.64,84.48,15.36,45.1,41.7,104.4,87.8,0,77.04,75.12,59.3,127.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-01,170.5,170,146.6,113.3,83,139.3,89.7,0,0,166,183.12,169.5,109.7,210.24,132.8,172.2,58.8,121.7,127.2,196.1,23.9,188.4,32.64,143.04,131.04,139.8,82.9,88.08,69.1,100.7,106.76,137.52,106.6,95.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-01,113.1,118.1,96.2,81.2,46.7,84.6,60,0,0,137.1,142.32,163.9,52.7,73.16,105.4,113.3,70.5,134.3,102.4,147.9,31.2,107.4,37.92,156.48,0.72,51.8,63.8,61.2,48.4,67.3,78.24,73.68,79.7,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-01,134.8,208.3,132.6,84.9,59,165.9,48.4,0,0,110.8,230.64,154,197.4,174.7,188.4,256.7,143.4,99.8,105.6,200.8,241.2,174,138.24,183.6,0,46.4,54.1,73.92,56.7,64.6,73.76,90.24,43.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-01,98.1,113.9,101.1,51.4,34,79.1,81.1,0,0,101.4,125.76,123.8,58.1,7,188.2,148.2,57,42.7,65.52,127.5,155.28,94.32,93.36,100.8,13.44,121.4,54,84.96,72.9,30.9,109.96,39.12,84.9,127.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-01,74.4,74,29,81.9,15.3,69.9,79.7,0,0,98.5,96.72,70,41.3,27.7,89.7,94.3,42.7,49.9,72.1,117.9,109.92,111.84,120.24,104.4,56.64,106,75.4,103.92,55,48.3,103.44,60,121.1,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-01,71.4,42.8,13.8,6,28.8,21.2,102.5,0,0,124.4,36,55.6,38.6,6.7,36.8,49,0,25.8,69.2,30.7,56.88,66,62.88,73.92,0,183.2,55.1,144.96,72.3,58.4,110.88,31.68,89.9,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-01,3.4,8.4,2.1,4.2,0.8,6.2,128.5,0,0,2.3,5.76,4.2,12.2,7,6.2,11.6,0,1.9,5.5,14.7,7.68,19.92,20.16,12,2.64,100.3,50.5,120.96,45.1,51.7,169.2,2.16,130.3,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-01,3.6,3,1.4,0.2,0.7,29,71.6,0,0,7.7,1.44,5.6,1.1,0.2,23.1,0.9,0,2,25.9,35.4,38.64,6.96,27.6,28.08,7.04,107.2,24.1,88.32,50.5,23.8,133.2,2.4,67.5,7.9,0.9,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-01,10,11.7,8.4,1,3.5,13.5,18.1,0,0,17.2,10.56,10,0,0,8.9,16.1,10.8,2,0,16.5,10.32,15.6,27.12,17.52,0.1,41.3,14.2,48.72,19.1,0.8,53.28,5.04,43.9,7.8,12.7,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-01,59.4,113.7,80.9,104.7,15.5,101.3,41.2,0,0,70.6,133.44,87.3,33.5,27.4,66.5,122.6,112.8,51.4,84.8,93.6,101.52,82.56,22.32,18.48,44.9,27.6,47.3,75.12,85.6,30.1,67.44,44.88,30.4,88.2,55.9,42.9,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-11-01,61.9,83,22.6,5,8.3,79.3,24.5,0,0,75.6,62.16,71.2,44.1,26.5,67,125.6,61.4,8.3,43.8,61.9,97.44,78.24,41.76,51.84,62.2,6.6,10.6,25.68,26.9,14.7,32.64,9.36,52.5,140,93.2,133.9,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-12-01,91,112.2,121.7,44.3,28.4,98.5,18.3,0,0,96.7,182.4,109,90,77.6,171.9,126.7,31.9,38.8,10.5,28.6,201.84,10.8,144.24,137.52,127.6,45.8,22,79.2,65.5,41.5,59.28,53.76,43.4,184.9,78.3,125.7,60.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-01,6.3,14,12,10.3,5.2,27.7,36.3,0,0,6.4,9.36,18.4,0,32.3,44.4,135.9,0,7.7,24.3,27.5,32.22,0,47.04,38.88,18.3,41.7,15.2,30.96,31.8,10.4,30.48,10.08,21,51.4,24.1,17.1,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-01,35.2,59.7,54.4,35.4,26.5,78.8,40.3,0,0,51.2,51.36,47,36.1,55.3,50.9,13.4,51.4,32.5,78.3,117.7,131.22,0,126.48,90.96,62.4,71.4,29.6,48.24,59.3,29.1,45.84,35.76,20.1,59.7,48.3,44.2,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-01,75,64,6.8,21.1,19.3,42,45.8,0,0,57,32.16,46.4,21.6,5.4,80,27.9,22,31.5,76.2,56,44.8,0,96.72,72,111.1,70.6,42.8,42.72,44.7,24,77.28,24.24,86,27.1,9.8,17.3,46,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-01,210.3,253.74,95.7,113.8,44.7,126.2,115.8,0,0,176,223.92,212.1,72.6,121.3,96.4,188.9,164.2,72.3,199.9,247.6,262.4,119.76,267.36,291.84,205.6,106.9,91.2,133.92,129.3,44.1,169.36,78.96,121.4,110,104.4,132.9,129.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-01,134.2,136.86,135.7,79.6,32.4,147.1,25.2,0,0,173.1,231.84,81.6,92.8,108.8,56.8,105.2,83.3,64,116.3,159.5,162.8,144.24,147.6,157.44,149.8,125.8,69.4,74.64,90.6,75.3,124,65.28,83.6,65.4,89.2,89.7,79.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-01,57.6,55,42.3,42.1,37.6,58.9,145.1,0,0,55.2,61.2,3.1,46,47.1,72.3,66.6,49.9,25,32.6,94.8,93.6,92.88,86.88,100.56,83.7,198.8,112.5,152.16,142.2,30.2,225.84,21.12,83.4,36.1,60.8,64.7,131.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-01,100.6,99.9,99.9,58.2,47.6,50.2,31.4,0,0,132,132.24,141.2,30.2,81.1,175.5,60,78.6,49.3,123.5,158,164.88,165.12,144.96,159.12,135.5,86.1,68.7,114.72,62.2,45.2,174.24,0,61.8,54,58,49,105.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-01,31.2,76.5,72.9,15.3,5.5,11.9,122.5,0,0,29.3,75.36,71.8,23.2,34.6,61.5,35.5,28.9,12.1,25.7,48.9,41,74.88,32.4,36.24,29.1,110.3,37.2,144.72,55.7,6.9,184.8,4.08,110.5,4.1,29.7,31.8,119.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-01,95.2,124.3,71.1,77.3,29.5,31.7,84.9,0,0,97.7,120,97.5,31.8,32.4,63.6,124.6,72.4,33.4,120.2,128.2,109.12,142.56,95.52,111.12,122.7,83.3,38.4,86.88,63.1,50.4,130.8,39.84,77,16.6,10.6,35.6,65.8,35.9,0,9.9,0,0,0,0,0,0,0,0,0,0
2010-10-01,47.9,17.5,54.9,22.6,14.7,34.7,55.1,0,0,41,72,55.3,11.8,30.3,87.6,125.9,65.1,0,40,38,66.82,54.72,52.56,36,47.9,51.8,66.9,86.88,89.2,11.7,58.62,24,83.8,107.6,33.9,94.1,36.7,24.1,0,22.7,36.1,0,0,0,0,0,0,0,0,0
2010-11-01,120.4,106.9,181.9,93,63,118,155.1,0,0,121.1,243.84,178.6,134,97.4,147.1,175.3,159.7,75.6,91.3,169.8,217.8,176.16,159.36,144.96,160.8,113.4,133.7,155.76,130.1,85,164.68,113.52,143.04,89.5,156.1,154.8,104.5,0,0,104.3,184.2,0,0,0,0,0,0,0,0,0
2010-12-01,85.8,105.7,185.2,88,81.5,150.2,73.2,0,0,128.2,217.44,150.4,0,106.8,237.9,193.9,102.4,99.4,124.2,238.1,207.8,0,270.96,172.8,163,36.7,77.5,101.04,84.5,81.8,131.28,83.28,0,49.4,111,141.4,71.6,186.8,0,129.8,219.3,0,0,0,0,0,0,0,0,0
2011-01-01,61.7,15.9,102.3,77.8,34,139.2,42.1,0,0,51.4,119.8,101.4,75.5,47.8,96.7,71.9,31.9,60.8,87.6,107,138.48,102.48,180,95.28,96,49.3,40.9,87.84,55.3,41.2,53.76,50.64,56.3,50.8,66.8,93.7,51.3,73.9,0,60,133.3,0,4.2,0,0,0,0,0,0,0
2011-02-01,91.6,131.8,120.1,78.5,47,320.2,143,0,0,38.5,284.6,43.5,68.1,104,196.1,183.4,140.2,59.5,114,201.8,219.12,222.96,115.2,131.04,192.8,28.3,14.9,125.52,95.5,74.5,128.32,64.8,125.3,104.5,165.4,237.1,129.7,19,0,160.9,225.3,0,45.4,0,0,0,0,0,0,0
2011-03-01,91.7,163.7,123.9,102.6,48.9,96.4,71.9,0,0,51.4,185.6,122.7,19.4,72.2,149.5,87.5,117.3,92,115.9,114.8,144.72,10.36,196.08,138.24,126.1,56.3,48.2,76.32,117.7,36.3,86.88,74.16,184.8,55.2,133.5,121.3,63.7,113.2,0,116,129.7,0,127.51,0,0,0,0,0,0,0
2011-04-01,260.2,339.5,327.7,238,90,188.2,170.6,0,0,68.8,370.8,285.7,224.5,259.7,239,166,203.3,165,242.8,269.8,302.64,235.06,309.36,305.28,380.8,82.3,117.1,188.16,156,88.8,143.76,118.56,146.5,209.3,4.6,216.5,151.9,330.1,0,127.1,200.1,0,231.8,0,0,0,0,0,0,0
2011-05-01,59.5,59.6,47.3,44.3,16.4,72.8,99.6,0,0,55.1,73.4,67.6,47.2,72.2,96.7,54,53,31,49,62.5,74.64,5.52,60.72,61.2,70.9,144.8,42,179.76,125,23.5,189.6,0,0,67.1,0,66.9,110.6,61.5,0,29,0,0,267.9,0,0,0,0,0,0,0
2011-06-01,40.6,32.8,30.9,28.1,11.1,38.5,88.6,0,0,25.5,22,25.2,19.6,12.2,62.8,30.3,18.1,8.5,45.7,44.4,65.76,36.48,52.08,57.36,52.4,130.4,24.7,135.36,79.7,17.3,144,2.88,114.48,15.5,11.4,52.7,109.2,18.7,0,24.1,0,0,282.1,0,0,0,0,0,0,0
2011-07-01,103.7,108.2,101.7,39.1,38.7,39.5,127.1,0,0,113,105.6,91.9,65.3,34.4,82.4,31.5,45.6,25.9,95.4,39.5,64.08,97.2,115.44,95.76,87.8,175.2,79.4,188.4,146.7,43.3,256.24,50.64,60.72,22.6,42.9,43.9,141.2,52.9,0,40.7,43.1,0,414.1,0,0,0,0,0,0,0
2011-08-01,44.6,58.8,14.5,36,14.9,52.2,73,40.5,0,21.9,65.6,8.5,38.7,36.9,90.8,33.5,39.3,23.5,61.9,42.2,142.8,82.32,52.08,69.84,41.3,82.5,48.2,86.64,52,47.3,143.28,48.24,111.84,69.7,26.9,35.1,81,74.2,0,24.5,49.7,0,188.3,0,0,0,0,0,0,0
2011-09-01,119.6,110.2,47.9,41,21.5,35.4,63,48.8,0,114.7,101,104.4,46.4,47.9,69.3,58.6,31.1,20.2,75.4,112.5,76.08,109.68,78.72,85.68,76.8,40.7,44.8,94.56,66.7,44.9,161.76,16.32,0,75.8,12.1,7,70.5,99.1,0,37.2,70,0,205,0,0,0,0,0,0,0
2011-10-01,58.7,74.3,59.9,74.1,28.8,188.9,74.2,111.6,60.7,60.6,113.6,70.7,17.4,57.9,206,126.8,54.6,32.2,78.4,91.6,198.24,121.68,92.64,93.6,47.9,49.1,60.6,87.6,61.1,23,109.04,54.48,0,129,79,59.1,78.5,95.9,0,43.1,103.4,0,143.1,0,29.28,0,0,0,0,0
2011-11-01,27.1,81.7,31.7,15.9,9.7,86.1,103,124.3,84.1,34.2,79,70.6,36.1,35.4,34.5,67.4,44.2,32.6,24.9,18.3,33.84,63.12,46.08,31.68,27.9,62.5,132.7,81.12,94.4,4.4,178.36,29.52,0,168,76.7,124.2,74,33.9,0,25.6,27.6,0,189.7,0,81.36,0,53.1,0,0,0
2011-12-01,60.4,153.9,32.9,34.9,33,27.2,106.2,2.4,134,71.8,122,108.1,79.6,56.8,166,108.6,56,13,72,103.1,170.4,148.08,94.08,90.96,77.6,89.7,92.1,126.24,162.5,4.3,183.04,62.16,0,125.2,86.9,100.1,84.9,95.8,0,47.6,117.3,0,293.1,0,59.52,2.5,176.7,0,0,0
2012-01-01,161.9,252.2,133.8,80,66.1,153.8,86.2,124.4,125,153.9,228.4,201.4,199.9,72.5,246,212.2,67.5,46.3,160.9,140.4,287.76,236.6,222,192.24,195.8,96.3,84.9,89.28,89.5,0,138.72,81.12,143.52,63.2,96,126.8,95.7,189,0,122.2,239.4,20.3,150,34.1,23.28,86.9,73.3,0,0,0
2012-02-01,57.5,170.3,89.4,77.1,30.1,178.8,62.9,61.2,69.3,73.1,141,113.5,116.6,101.1,194.3,128.5,52.7,28.2,124.3,126.9,166.8,104.2,186.72,150.72,106.1,65.4,57.1,87.12,121.4,0,114.96,66.72,150,35.6,80,83.9,53.5,117,339.6,69,129,58.9,241.6,110.2,211.68,100.1,137.7,0,0,0
2012-03-01,106.5,188.6,130.7,109.7,53.4,126.9,58.7,142.6,166.1,126.7,182.8,164.4,196.3,91.3,216.6,150.2,95.6,88.3,175.4,151.6,177.36,135.2,211.68,220.56,84.1,65.6,32.8,80.16,55.7,30,145.44,54.72,193.68,12.9,38.4,87.7,75.5,141.8,233.8,75.5,56.5,59.2,326.5,73.8,234.72,55.5,38.3,0,0,0
2012-04-01,160.7,244.2,182.5,118.9,65.9,159.4,107.7,252.7,175.9,217.8,233.2,195.7,183.1,100.6,223.7,150.4,105.7,42.5,253.5,240.3,248.64,171.2,243.12,241.2,230.1,64.2,63.8,72.48,125.4,77.1,132.72,103.92,128.64,107.1,124.9,126.3,84.1,178.8,265.5,101.2,149.4,65.7,199.5,97.9,242.16,85.8,0,0,0,0
2012-05-01,56.3,46.5,24,20.5,9.5,53,51.4,82.3,183.4,43.7,33.8,57.2,47.7,14.7,69.2,40,14.1,19.2,61.2,77.8,78.96,53,88.32,87.12,63.9,79.7,28.6,102.24,74.5,3.5,130.08,9.84,217.92,22,7.8,17.1,62.1,49.7,132.1,30.3,24.2,20.5,372,6.5,271.08,102.5,121.9,0,0,0
2012-06-01,35.2,32.6,32.4,3.2,17.4,13.3,90.6,14,178.4,40.8,21.2,33.4,19.6,19.2,12.1,6.7,3.2,11.9,33.6,14.1,19.68,17.8,36.48,41.04,32.4,124.1,16.8,111.6,60.9,11.2,133.44,12,236.16,11.4,6.9,5.5,53.7,19,68.6,12,0,3.1,276.7,3.9,226.68,41.9,105.7,0,0,0
2012-07-01,8.6,4.8,2.4,2.6,2.4,10.8,102,3.3,172.5,7.8,2,6.2,1.2,0.8,27,0.9,1.8,3,3.2,9.2,12,2.4,14.4,15.6,11.6,142.8,44.4,166.56,75.8,4.9,187.2,4.08,272.64,0.1,4.7,1.1,78.7,2.7,38.3,2.7,12.7,2.6,278.3,0,221.76,35.6,0,0,0,0
2012-08-01,5.9,13.3,4.5,2.8,1.8,9.1,91.7,13.3,142.3,5.8,3.8,8,7.5,0.7,23.8,14.5,1.8,3.5,19.8,33.9,44.88,12.6,18,18.48,6.1,112.3,38,125.28,79.5,3.6,174.96,5.04,205.68,2.8,5,2.5,88.6,12.3,9.9,4.3,4.8,1.3,305.1,64.1,198,52.6,254.5,0,0,0
2012-09-01,21.9,21.2,16.5,12.2,5.6,31.4,37.1,38.8,60.5,22.4,17.2,16.2,21.8,13.8,24.9,54.4,42.1,6.7,0.3,5.4,66,31.16,37.68,30.48,14.6,52.3,12.2,87.12,39.1,8.5,91.68,0,89.04,33.8,7.3,16.7,42.1,0,19.1,8.5,13,14.9,133.8,28.9,94.32,14.8,129.1,0,0,0
2012-10-01,118.7,184.8,110.2,61.8,32,154.3,69.1,170.3,86.9,100.3,147.4,139.3,137.2,89.4,181.7,162.8,62.5,59.6,72.2,92,208.32,139.68,97.2,100.8,96.1,36.4,69,84,79.2,40.2,92.88,0,99.36,150.6,88.5,23.4,59,102.6,71.5,52.7,89.4,27.3,121.7,73.5,122.64,54.3,73.8,0,0,0
2012-11-01,90.6,151.3,147.2,71.5,47,138.8,37.1,185.3,47.7,73.6,168.2,51.8,134.5,151.2,141.1,111.5,207.9,58.5,106.3,179.3,221.76,177.36,134.16,115.68,108.7,28.6,32.3,88.8,73.4,54.9,33.36,0,79.44,97.5,79.1,74,81.7,109.5,152.5,72.4,129.3,67.6,77,39.4,86.64,54.5,63.9,108.1,0,0
2012-12-01,34.2,42.9,65.6,24.4,12.4,51,39.9,96.3,54.4,25.4,70.6,73.7,39.8,47.3,34.6,29.9,53.2,10.5,37.7,56.2,47.52,55.92,59.28,29.04,39.2,37.5,24.4,54.48,25.1,20.5,0,0,101.04,47.8,29.2,51.6,29,45.5,29.7,23.5,55.3,13.9,209.6,66.5,149.88,54.6,80.4,53.9,0,0
2013-01-01,20.7,44.3,37,23.7,36.3,110.4,69.9,124.6,100.3,12.2,65.2,66.7,79.8,19.8,42.6,74.3,15,50.7,64.7,63.9,77.28,62.16,79.92,66.48,73,49.3,29.1,93.84,67.7,16,20.88,0,106.56,44,27.5,41.2,54.7,60.2,250.9,49.9,60.8,19.1,325.2,69.7,185.28,100.7,85.14,14.3,0,0
2013-02-01,176.1,196.5,164.5,106.2,67.3,202.5,124.4,191.7,159.1,153.9,264,175.7,276.4,152,239.9,112.7,135.5,59.3,129.7,118.8,178.56,81.6,152.88,160.32,167,80.8,123.3,143.52,123.9,16.3,190.4,81,209.28,128.8,142,138.3,108.1,104.3,299.4,93.4,146.9,16.3,362.9,132.8,324.72,161.2,219,183.8,0,0
2013-03-01,54.3,99.2,61.9,52.6,32.4,74.5,75.6,109.1,94.9,48.4,86,103.6,116.1,83.1,192.9,47.3,68.8,42.7,80.3,103.3,114.96,83.76,111.12,93.6,45.6,25.8,43.8,99.6,84.7,22.9,71.32,33.5,118.32,48.1,49.4,47.5,45.9,97.9,178.6,37.2,79,41.7,214.7,67,179.64,57.8,123.48,0,0,0
2013-04-01,67.7,151.4,101.5,92.3,8,105.2,57.4,133.7,166.6,73.1,142.6,61.9,120.8,118.8,128.7,147,89.8,12.4,115.3,155.8,184.08,172.56,111.84,101.52,125.7,63.7,42.02,93.12,19.8,58.6,95.04,72.5,159.84,121.8,71.9,75.2,41.2,140.7,253.2,44.6,46.2,41.5,261,60.1,228.72,98.8,163.8,0,0,0
2013-05-01,149.3,179.7,90.8,76.1,50.7,86.2,65.1,187.2,231.4,165.7,139.2,192.2,91.9,94.9,282,15,83.2,54,267.1,279.6,281.28,211.44,223.44,242.16,222.9,192.4,99.72,126.72,100.1,68,138.72,28.1,197.76,102.3,58.7,91.18,103.6,217.4,279.1,103.3,179.1,61.1,347.1,100.7,373.56,129.4,223.8,78.5,0,0
2013-06-01,4.2,9.1,0.6,0.5,2.1,2,60.8,4,137.5,5,2.6,4.3,3.4,0.2,15.8,0,0.2,1.7,6.6,15.6,12.24,6.24,21.6,23.52,13.1,125,23.28,98.4,40.3,1.2,125.76,0,190.08,1.5,0.9,2.64,39.9,12.2,49.9,0.7,0.8,1.2,252.88,75.7,191.76,26.6,255.72,0.5,0,0
2013-07-01,1.4,1.4,1.5,5.4,2.9,10,123.5,7.3,128.7,1.2,0.8,1.3,3,7.3,9.8,0.1,3.6,0.9,6.5,17.3,9.12,5.76,24.72,17.28,1,183.9,21.12,174.96,62.8,1.3,221.76,0.7,296.88,13.2,11.7,14.02,102.1,6.7,52,2.9,4.8,5.6,346.18,128.8,244.92,55.5,339,15.1,0,0
2013-08-01,21.8,15.6,26.9,1.2,3.4,114.1,64.7,0.1,122.9,20.3,9.8,21.3,13.7,19.9,51.1,25.1,32.5,10.1,26.7,51.3,73.44,15.6,28.56,28.8,27.6,97.52,33.6,84.48,29.8,5,119.04,6,166.32,43.3,24.7,40.1,44.4,5.6,40.4,0.1,4.1,0,325.76,73.5,197.52,37.5,219.12,39.3,0,0
2013-09-01,37.8,28.7,19.7,15.4,8.2,68.1,69.8,30.7,138,34.7,33,51,23.6,37.8,36,45.4,21,13.5,42.3,54.8,69.84,47.52,58.08,62.4,37.5,97.7,49.2,102.96,27.7,0.5,127.68,10.2,218.64,27.5,12,5.1,65.8,73.7,82.3,5.9,7.2,5.4,367.64,80.6,190.92,45.7,68.28,20.7,0,0
2013-10-01,97.7,101.1,106.4,65.6,59.8,109,106.1,205.5,108.9,51.3,155,150.8,126.9,81.7,186.7,98,67.6,96.8,125.2,199.1,169.2,164.4,135.36,115.68,108.5,81.9,90.96,103.92,55.9,61.3,138.96,2.7,108.72,74.6,58.8,98.3,75.9,125.3,109.1,55.2,89.8,65.1,272.1,88.5,166.44,64.4,148.52,194.8,0,0
2013-11-01,36.6,47.8,49.1,19.3,9.1,110.7,49.6,163.6,88,23,60.4,67.8,35.6,0.1,34.9,51.7,45.3,9.4,15.7,47.5,39.6,54.48,56.64,27.6,24.9,60.4,75.72,37.2,93.5,11.6,157.52,28.6,70.08,67.2,78.2,96.9,57.7,34.2,20.9,5.6,24.5,10.7,127.04,70.3,149.04,48.7,101.16,91.7,0,0
2013-12-01,69,69,54.2,31.2,28.8,117.4,25.6,138.2,33,21.7,98.6,99,53.2,0,73.6,69.1,43.3,30.3,73.7,74.4,83.04,116.64,100.8,90.96,41.6,53.7,42.6,69.84,30.1,11.1,56.4,28.2,87.84,81.9,18.6,100.9,39.5,82.8,123.5,24.4,63.2,36.9,181.08,39.9,138.24,27,58.56,25.5,0,0
2014-01-01,111.9,110.2,98.8,80.9,55.5,185.6,74.2,187.1,0,90.3,206.6,220.1,0,29,137.5,137.3,53.5,66.4,114.6,149.5,224.4,198.72,149.52,141.6,98.2,13.2,80.64,114.72,57.2,30.4,130.32,61.8,85.92,7.9,73.4,116,59.7,84.2,365.7,60.6,168.3,61.6,304.48,92.8,187.2,72.3,18.96,0,0,0
2014-02-01,65.2,89.9,56.6,35,57.2,129,8,142.7,37.7,34.7,68.6,76.6,54.5,32.6,112,99.1,53.1,18,57.8,120.3,154.8,87.6,121.92,107.04,74.7,19.2,17.52,24.72,21.5,9.8,32.16,46.5,24,4.3,41.7,64.1,23.5,73.5,105.5,149.8,72.3,44.4,120.6,20.1,86.88,9.7,115.8,0,0,0
