Fecha,C02,C04,C05,C06,C07,C08,C10,C11,C12,P03,P08,P11,P12,P13,P16,P17,P19,P20,P22,P23,P25,P27,P29,P30,P31,P34,P38,P39,P40,P41,P42,P45,P46,P52,P53,P54,P55,P56,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P70,P72
2014-03-01,134.5,184.2,162.5,44.3,116.8,242.3,81.7,183,174.2,86,225.6,146.9,99.1,150.6,212.6,145.3,118.4,73.1,140.8,167.1,342.44,223.2,223.68,198,156.7,96.4,134.04,129.12,92.4,66,128.16,49.9,70.32,62.9,107.5,216,87,247.2,133.9,264.4,66.3,95.9,424.92,102.2,289.2,133.8,223.92,85.8,0,0
2014-04-01,107.2,132.4,53,51.8,23.5,91.8,77.6,92.3,192.8,76.7,106.8,104.3,87.1,22,119,81.4,30.2,17.7,126.2,133.7,280.5,95.76,152.4,177.36,73.1,146.9,114.22,110.88,43.1,25.5,174.72,54.4,87.36,53.1,25.7,38,66.5,110.8,223.9,29.1,49.2,36.3,413.04,72.7,255.84,97,326.4,49.1,0,0
2014-05-01,131.4,221.6,142.3,37,42.6,201.1,100.6,183.4,180.3,93.6,229.4,13.4,113.8,118.6,100.2,86.4,1.4,26.2,151.9,145.6,237.6,174.48,160.32,176.4,148.3,194.9,135.6,135.84,66,51.3,160.32,41.4,54.72,182.3,55.4,126.2,97.6,89.8,239.5,65.2,40.6,47.2,364.32,113.5,240.24,103.2,279.24,92.5,0,0
2014-06-01,32.8,26.1,7.6,2.5,12,28,199.4,19.3,222.4,29,20.8,20.3,26.4,6.7,35.9,0.7,0,7,29.4,57.4,47.6,27.36,40.08,12,41.6,211.8,159,201.84,75.4,8.5,244.8,15.4,128.4,10.7,21.5,32.2,131.8,0,111.6,10.9,32.6,18.3,660.2,174.5,362.28,191.3,507.6,13.8,0,0
2014-07-01,5.8,1.8,0,1.3,34.4,0.1,104.1,9.9,129.4,4.9,1.8,1.2,0.9,0.4,8.6,0.5,0,2.8,11.1,34,18,5.76,12.96,4.32,5.9,89.7,67.08,147.6,25.2,0.9,189.6,1.5,95.28,0,11.5,3,83.9,19.6,75.2,2,6.7,7.5,463.6,122,308.88,59.6,131.28,8.3,0,0
2014-08-01,14.2,2.7,0,0.1,23.6,6.7,89.9,2.2,143.4,15.4,3.6,2.5,6.9,0.3,31.4,4.7,0.1,2.3,6.5,19.4,26.7,13.68,20.4,16.56,19,123.8,63.36,131.76,4,3.7,152.88,1,0,0,0,4,67.4,10.8,17.2,5.6,3.7,1.9,391.2,102.4,232.2,48.4,0,0.3,0,0
2014-09-01,68.2,64,68.5,5.6,19.9,27.5,69.9,66.1,127.3,78.6,60.8,0,40.7,90.4,53.4,62.3,39.4,42.7,48.5,114.1,16.2,72.96,63.6,50.16,46.4,84.9,78.24,109.68,43.6,22,156.72,50.7,0,32.1,11.2,41.8,71.2,89,70.1,35.9,68.8,35.5,271.56,76.9,208.68,51.3,41.64,45.2,0,0
2014-10-01,178,185.8,172,11.8,53.5,59.7,118.6,141.4,139.6,80.5,155.4,8,138.4,102,92.3,12.5,114.8,66,128.1,138.8,109,167.52,160.56,0,149.6,68.1,106.32,141.6,66.2,53.8,169.2,57,0,104.7,24.2,78.8,103,13.2,0,62.9,119.5,66.6,269.64,109.9,195.84,99.9,179.04,129.8,0,0
2014-11-01,66.2,120,59.4,58,21.3,77.1,44,165.3,66.5,53.7,111.8,4.7,85.8,54.3,72.3,9.1,39,0,37.2,67.6,71.1,125.52,121.68,87.36,71.3,41.4,50.4,87.6,74,8.8,119.76,18.1,0,46.6,55.8,102.2,52.5,45.6,82.3,36.1,64.3,23.5,157.08,81.8,172.8,24.3,63.48,97.5,0,0
2014-12-01,36.2,38.1,16.7,14.8,6.2,132.1,59.2,128.6,71.6,20.5,25.6,37.9,42.6,23.7,60.1,47.1,41,22.9,24.1,77.6,97.9,31.2,52.56,41.28,31.1,54.2,57.36,71.04,48.4,5.2,109.68,9.6,0,117.1,33,58.6,83,29.4,82.2,14.2,70.8,0,288.36,78.3,188.88,58.8,144.24,69.1,0,0
2015-01-01,77.6,93.8,56.5,1.6,13.2,28.3,62.2,72.7,85.5,87.2,66.32,51.6,60.7,44.9,71.5,13.5,44.3,1.9,51.3,73.5,71.6,89.76,94.8,63.12,95.2,69.4,76.32,93.8,10,4.2,107.52,16.3,48.96,56.4,34.6,46.2,62.7,46.9,199.1,26,12.3,33.6,366.12,102,218.4,60.6,202.08,54.9,0,0
2015-02-01,79.4,186.9,81.5,68.9,28.5,73.3,41.4,93.5,69.5,121.4,67.68,95.7,91.3,78.5,55.7,67.2,63.9,8.5,64.2,79.3,59.7,109.44,148.56,132.96,116.9,55.2,51.24,59.2,48.6,4.7,70.08,22.4,138.48,99.9,34.5,76.4,28.3,0,185.7,47.5,0.2,35.1,213.12,89.1,169.92,25.9,146.76,73,0,0
2015-03-01,154.7,297.1,114.2,103,33.8,202.1,99.7,221.1,203.5,193.7,131.76,97.9,234.4,116.7,161.4,93.2,102.8,64.8,125.9,195.8,326.5,266.88,195.6,203.28,201.5,71.9,104.4,96.6,63.1,60,151.68,51.7,142.56,74.8,79.3,179.3,85.4,65.1,249.2,60.8,109.3,39.3,385.44,88,240,80.3,213.48,129.7,0,0
2015-04-01,111,116.3,54.5,66.5,2.2,72.4,94.1,62.6,148.4,145.7,9.84,43.1,40,56.5,118.8,74,51.3,48.8,58.8,137.7,171.6,131.76,109.44,114.96,120.7,78.8,78.12,97.2,53.7,17.5,204.96,43,171.12,62.7,54.2,26.2,72.3,59.5,161.8,43.2,55,18.4,419.28,90.5,270.36,89.2,255,49,0,0
2015-05-01,30.9,38.6,25.4,34.4,6.9,38.1,84.3,66.9,124.4,59.9,17.28,0,54,48.2,70.2,121.9,50.7,32.3,37.3,85.5,94.9,66.72,48.96,51.84,39.1,77.1,105.72,96.8,18.8,22.3,169.44,24.6,173.28,4.3,6,12.3,63.7,31.2,123.8,17.2,14.8,11.3,483,98.7,154.44,129.5,264.24,31,0,0
2015-06-01,7.7,3.5,2.2,5.4,1.5,2.5,193.2,26.2,274.1,12.3,3.6,0.4,7.1,15,7.5,0.2,34.4,1.3,16.8,33.2,9,15.36,20.88,17.04,7.8,262.8,142.44,244,0,1.5,373.44,2.2,454.56,2.5,10.8,7.9,153.5,30,40.8,1.7,4.5,2.4,696.96,166,441.84,128,671.4,3.8,0,0
2015-07-01,46.2,44.2,13.6,18.8,14.1,14.1,168.4,28.3,268.1,51.4,41.28,55.4,32.8,32.9,21.8,26.4,41.5,14.8,45.5,79.8,55.2,45.12,39.12,55.68,64,168.3,124.08,192.2,76.1,15.4,338.16,9,155.04,12.8,17.4,25.2,136.5,7.1,137.2,30.2,25.5,9.1,693,6.4,409.44,101.7,559.68,20.3,0,0
2015-08-01,7.1,0.4,2.2,0.9,0.4,0.6,80.9,0,112.3,6.5,0.96,3.2,1.2,0.1,4.8,0.9,3.4,0.2,2.8,8.1,2.1,4.8,12.96,8.64,7.8,117.3,52.32,111.8,3.4,0.3,193.2,1.1,0,1.5,3.3,2.2,67.1,0,13,0.9,2,0.5,252.24,120.6,212.64,37.6,274.32,2.2,0,0
2015-09-01,1.4,16.2,1.8,4,2.9,7.4,29.1,0,80.2,1.5,11.28,17.3,10.2,1.2,15.4,8.3,52,0.6,7.7,17.2,11.5,22.8,19.2,15.36,3.4,53.8,28.68,43.8,0,1.9,23.76,3.1,0,28.8,13,15.5,24,38.9,17.9,0,3.7,0,196.2,31.1,103.44,28.9,84.12,14.4,0,0
2015-10-01,128.4,117.2,96.9,92.8,37.2,0,56.6,0,106.7,132.1,90.72,133.8,100.1,110.9,82.1,65.9,6.6,0.3,77,99.1,130,131.04,130.8,130.08,120.9,64.8,63.96,79.6,0,38.2,133.68,80.3,0,161.8,44.1,81.3,57.4,0.9,55.8,31.7,79.4,33.8,325.92,0,163.8,42,22.92,131.4,0,0
2015-11-01,115.1,111.9,59.3,61.6,25.4,0,81.7,0,94.5,99.7,148.08,48.9,54.9,37.6,151.7,0,36.5,24.6,88.3,153.3,178.6,113.52,96,124.32,93.5,83.7,87.12,84.6,0,15.7,132.72,27.2,22.56,76.6,79.8,84.4,70.4,7.7,112.2,8.4,87,29,226.08,24.7,93.24,78.3,183.24,89.5,0,0
2015-12-01,30.3,19.5,27.4,3.7,5.4,0,34.4,0,121,28.9,27.36,24.9,19.7,2.9,35.7,0,18.3,2.8,38.1,50.2,94.1,57.12,50.88,48.96,24.4,40.4,38.76,45.4,0,3.7,95.04,1.7,137.52,18.2,0.4,3.6,29.1,25,89.4,2.5,7.7,12.4,254.7,69.4,212.04,27.8,35.88,8,13.8,0
2016-01-01,100.2,193.1,42.9,32.6,30.6,0,5.2,0,30.3,87.3,136.8,158.7,163.1,80.7,121.6,99.9,10.8,27.6,124.1,138.5,191.1,18.72,264.72,196.08,202.9,26.1,29.04,75.36,0,42.7,21.36,23.3,35.76,142.6,24.7,98.3,38.4,63.1,399.9,96.1,101.4,108.5,52.8,42.3,45,15.1,33.24,67.6,151.9,0
2016-02-01,37.5,35.9,21.1,12.1,20.1,0,73.3,0,27.9,55.5,17.28,38.3,18.5,30.3,73.4,62.6,5.8,27,29.1,61.2,56.9,0,62.64,46.32,53.5,45.2,84,117.84,0,6.6,154.08,1.4,179.04,0.6,5.1,24.4,48.5,42.2,234.6,17.2,12.3,5.9,491.8,100.8,292.56,137.3,19.2,11.4,16.7,0
2016-03-01,147.4,164.1,91.7,46.2,79,0,105.9,0,0,116.2,158.64,127.5,71.3,126,141.2,131.2,30.5,32.3,106.4,155,250.8,36.8,160.08,163.68,157.1,91.6,124.68,128.88,41.3,114.6,198.96,26.6,28.32,22.7,25.2,63.5,80.9,297.5,311.6,76.6,164.4,75.3,345,108.9,297.48,86.1,105.84,101.8,96.5,25.2
2016-04-01,276,233.3,180,122.9,59.8,0,124.8,66.4,0,239.5,315.84,116.2,223.4,167.3,255.3,155,61.7,104.6,201.7,282.6,353.9,212.2,206.16,241.44,210.1,113.8,180.36,159.6,84.6,90.2,224.16,42.9,0,151,59.4,152.4,160.5,282.6,264.3,72.8,200.7,85.2,315.5,145.4,345.6,132.6,0,139.9,264.7,198.9
2016-05-01,137.6,71.3,65.3,38.7,82.4,0,83.4,110.9,0,150.1,94.08,35.2,77.9,113.3,112.8,47.8,12.6,13,119.3,158.9,123.2,107.8,128.64,166.08,116.5,82.7,84,91.44,43.5,52.1,155.04,23.8,0,82.6,8.4,55.9,50,124.9,170.8,52.7,86.3,40.2,345,86.4,309.7,60.9,0,70.7,35.9,115.3
2016-06-01,45,42.1,29.2,25.6,15.9,0,149.3,44,0,48.7,62.4,8.8,31.1,28.6,37.4,10.4,11,3,18.3,63.1,36.7,34.1,59.52,42,40.1,239.7,126.96,225.12,0,25.9,342,13.3,0,4.6,6.5,31.7,136.2,22.3,26.5,27,57.3,26.9,512.2,133.6,343.1,85.3,0,30.6,0,25.1
2016-07-01,11.6,4.2,1.2,0.6,1.6,0,94.2,8.6,0,11.3,3.84,0,10.1,2,15.2,1.5,0,2.3,10.4,31.6,15.2,6.1,22.56,18.72,3.7,123.8,75.12,132.96,0,0.4,233.52,1.5,0,3.8,3.2,2.9,97.7,4.4,27.2,0.9,14.4,9.5,342.6,78.6,240,52.6,0,1.8,0,3.6
2016-08-01,23.7,9.8,20.9,3.6,0.7,7.2,41.3,4.6,0,27.3,15.36,24.3,3.9,0,9.3,2.2,0,4.2,3.3,29.2,5.6,6.6,11.28,5.28,0,59.1,44.28,65.28,6.2,1,114.96,0.5,0,12.1,4.1,10.4,37.4,0.4,22.5,0.2,0.5,5.2,240.1,60.3,139.5,19.1,0,9.2,0.4,17
2016-09-01,120.1,68.4,50.1,39.5,24.3,34.6,86.6,38.6,0,64.6,66.72,94.6,49.6,33.7,83.3,72.7,0,32.6,71.6,112.3,122.2,81.5,93.6,98.4,72.3,116.9,99.24,138.96,84.7,23.6,215.52,23.3,0,55,19.5,25.7,100.2,56.6,63.5,16.1,42.3,22.4,311.4,97.8,211.22,47.3,0,41,14,67.3
2016-10-01,161.3,89.7,77.4,64.8,24.9,109.4,43.4,106.5,0.2,88.9,109.92,130.5,128.4,54.2,100.5,126.8,0,16.3,61.4,91.5,168.3,109.7,82.08,78,109.1,38.8,66.6,68.16,42.7,7.6,154.32,6.1,0,121.4,19.6,93.2,63.5,39.1,31.3,8.3,49.2,14.7,103.9,36.2,128.64,53.6,0,80.7,151.1,121.3
2016-11-01,40.8,18.6,19.7,13.5,3.6,36.7,30.9,82.5,28.9,5.2,56.64,42.8,26.5,18.8,23.4,28.7,0,4.9,36,39.8,55.1,40.6,45.6,49.2,29.5,46.9,43.2,52.32,27.5,10.6,108.48,11.8,0,49,13.6,43.5,58.3,3.1,105.2,15.9,38.3,26,98.7,39.7,106.16,16.5,0,27.3,38.2,12.9
2016-12-01,78.2,117.9,66.7,57.8,27.8,114.4,52,110.3,7.2,0,130.32,142.4,113.8,59,183.3,48.1,0,36.2,84.5,64.4,112.5,76,71.76,85.44,81.4,36.8,49.56,0,0,26,61.44,50.7,0,117.6,72.9,95.5,54.5,66.8,84,22.9,74.9,40.1,74.4,46.5,81.1,39,0,127.1,75.8,45
2017-01-01,135.6,225.8,183.7,105.3,77.7,139.7,89.2,184.44,135.8,144.6,214.08,177.2,140,106.3,155.9,143.6,165,50.5,138.4,179.6,181.5,232.2,238.08,198,211.7,90.7,101.04,0,0,65.4,129.36,54.1,18.24,126.6,46.9,51.8,87,28.6,322.2,53.8,196.8,101,256.68,121.2,218.6,91.4,0,99.7,180.1,125
2017-02-01,95.9,161.9,132.8,79.4,51.7,101.3,49.8,167.64,68.2,64.7,117.36,141.4,117.6,51.9,153.2,110.2,71.1,22.6,76.8,105.6,214,10.5,150,127.2,123.2,30.5,62.4,0,0,35,78.72,35.4,54.24,8.8,6.3,128.4,73.7,87.1,370.2,64.4,162,85.9,155.4,30.4,124.3,49.1,0,113.8,196,65.7
2017-03-01,298.3,438.9,302.1,164.1,95.5,259,116.6,263.4,174.6,130.4,405.84,458.7,276.3,163.2,329.2,144.3,204.8,155.3,327.3,369.9,319.1,299.5,330.96,336,280.8,97.4,130.78,0,0,125.1,173.76,204.5,135.6,138.8,2.6,237,133.9,267.2,507.9,113.5,241.4,130.3,246.48,0,182.6,137.1,0,83,365.3,268
2017-04-01,152.6,204.2,114.5,156,56.8,3,65.9,200.04,148.1,105.3,175.86,224.2,168,139.9,163.4,151.5,98.2,104.9,300.5,231.5,222.4,178.8,219.84,129.6,171.8,77.5,61.66,0,87.7,49.6,161.76,116.7,96.72,122.4,50.6,65.9,52.7,191.8,326.1,60,142.9,63,328.92,0,118.9,88,97.2,23.4,126.2,122.4
2017-05-01,182.7,180.4,151.8,79.7,39.9,53,94,227.4,238.5,184.9,204.5,222.3,210.4,124.8,231.2,154.5,137.8,90.8,148.9,222.4,244.3,216.3,202.8,216.96,157.8,153.5,102.3,0,0,70.7,204.48,69.9,156.96,88.2,92,99.6,85.7,211.2,318.6,66.5,130.5,62.9,382.68,0,81.7,118.3,273.72,111.6,176.7,155.3
2017-06-01,108.7,143.2,57.6,65.3,42.9,64,132.5,112.9,240.4,106.7,142.5,182.3,131.6,87.7,153.9,62.6,74.7,46.1,125.4,149.8,46.1,134.8,107.04,132.48,88.5,207.4,127,9.36,80.6,50.9,194.16,78.5,157.92,43.9,47.6,68,104.7,86,209,56.5,58.4,36.4,416.76,10,279.2,109.8,272.88,68.7,95.8,78.6
2017-07-01,2.6,1.3,0,1.2,0.8,0,111.6,5.8,165.2,3.2,1,2.6,1.5,0.7,4.7,1.2,22.5,2.2,2,7.2,17.4,3.5,5.52,2.88,5.7,202.6,48.8,191.52,74.5,0,253.44,0.8,249.12,0.5,8.1,0.4,104.9,0.4,14.7,1.8,2.7,3,302.54,176.4,216.8,37.6,4.56,1.1,1.2,2
2017-08-01,43.6,45.7,51.2,22.6,30.6,0,104.1,33.6,144.1,37.9,42.1,55.5,44.3,40.4,37.8,39,47.1,51.3,15.5,46.4,32.1,48.9,31.68,57.36,45.9,75.1,60.1,144.96,51.1,6.8,163.2,27,162.96,16.8,6.9,23.9,88,41.9,25.5,21.1,29.5,2.9,287.8,102.3,185.8,68.4,166.68,17.2,38.4,38.9
2017-09-01,24.3,22.2,17.8,44.3,4.5,0,60.5,29.7,157.9,22.8,13,0,18.8,28.1,48.6,67.3,39.4,15.6,27.4,40.1,19.5,34.8,22.08,25.2,22,93.5,63.5,140.64,40.1,6.5,138.96,14.5,116.16,27.1,11.5,26.7,63.7,29.1,53.7,7.4,10.6,3.7,232,60.3,172.5,33.6,118.76,24.3,19.2,19.3
2017-10-01,141.3,156.8,162.6,139.9,67,118.6,47.2,151.8,120,159.7,173.9,55.7,125.3,66.1,106.2,134.3,103.5,88.1,192.7,182.1,161.3,136.5,116.88,148.32,173.6,61.7,49.3,121.92,0,55.2,128.64,122.5,107.52,130.2,60.6,60.3,42.3,86.8,210.3,60.4,102.3,54,222.9,85.2,186.2,44.3,169.3,112.2,171.1,104.7
2017-11-01,51.5,44.6,40.5,35.3,19.8,99.7,42.2,161.8,28.6,55.1,63.4,76.3,36.2,38.4,84.4,31.9,15.3,13.7,49.8,92.5,102.1,53.6,30.96,39.84,33.3,70.7,70,178.08,0,2,90.96,39.8,82.08,100.5,39.7,103.3,91.9,65.6,36.3,26.7,27.4,0,134.6,69,144.4,63.3,46.1,52.4,42.2,24.9
2017-12-01,169.9,234.6,133.6,66.2,57.9,234.4,77.2,263.1,128,199.3,189,283.7,138.8,88.3,105,47.7,121.7,41.6,91.2,103.9,153.3,165.9,103.92,108.24,97.8,98.5,86,140.16,2.4,32.7,132.24,87.8,115.92,170.6,116,86.1,64.6,56.1,255.4,109.7,106.6,0,179.3,122.6,193.7,65.5,117,164.6,195.2,85.2
2018-01-01,91.8,143.3,116.5,78.4,36.7,121.9,104.7,114.1,178.8,77.1,142.4,169.1,90.2,118.6,99.7,88.1,81.5,53.3,97.6,122.2,136.8,144.2,90.48,99.84,123.3,103.8,129.1,153.84,1.7,47.9,91.26,83.5,89.18,75.5,58.7,3,86.1,101.8,127.1,53.5,95.8,0,93.4,17.9,250.2,137.8,99.9,83.4,122,26.6
2018-02-01,154.3,122.8,125.6,59.1,55.9,157.9,44.5,205.4,70,140.8,166.3,202.2,142.6,134.1,170.9,111.1,94.7,73.4,130.8,190.6,149.3,117.6,199.44,141.36,199.5,10.7,44.8,67.68,34.8,63.6,26.2,58.1,13.3,104.5,110.9,122,62,121.2,327.4,67.3,98.5,49.4,12.3,1.8,65.4,59.7,0,136.5,188.4,53.1
2018-03-01,108.6,89.9,110,82.8,8.2,149.7,33.3,177,155,106.4,72.6,102.3,112.7,75.2,203.8,117.1,103,54.1,136.6,196.7,163.9,77.6,116.16,24,112.3,47.1,49.8,54.72,12.9,24.7,14.1,82.2,42.4,173.5,63.3,115.1,54.7,52.6,172.7,60,72,30.5,268.4,25.8,87.8,40.4,25.8,103.7,89.5,71.7
2018-04-01,120.4,127.2,111.9,42.8,16.3,135.4,103.8,144,182.2,127.6,145.9,170.8,120.5,103.8,174.8,148.5,77.7,92.2,140.4,198,132.2,117.5,111.6,0,152.8,42.2,100.7,115.9,298,51.4,46.7,76.9,46.6,137.9,74.2,70.6,112.9,0,99.9,0,82.4,56.3,231.3,74.1,237.2,61.6,74.1,99.4,164,158.9
2018-05-01,196.5,265.9,125.7,81.9,50.6,145.5,138.8,189.9,106.7,169,174,232,185,109.8,168.7,62.8,63.5,108.7,210.5,253.6,158.5,257.6,165.84,74.8,232.6,156.8,129.3,88.6,163,70.1,114.9,121.8,77.5,90.3,42.6,83.3,64.3,131.4,195.4,31,139.7,35.5,384.7,132.2,299.9,81.6,132.2,93.2,168.9,125.1
2018-06-01,4.4,21.7,18.7,8.6,3.9,46.9,106.1,29.6,0,13.7,10.8,16.6,15,28.1,21.5,4.7,15.5,4.7,34.4,24.8,38.8,37.2,36,21.4,27.3,139,93,60.9,69,8.8,73.9,11.5,95.9,5.4,9.8,16.5,67.3,21.3,68.4,9.9,23.1,16.6,374,176,315.1,62.4,176,36.9,13.5,14.3
2018-07-01,39.2,53.4,18.5,19.2,6.5,25.9,57.8,53,0,38.4,27.1,53.8,18.6,20.5,8.5,17.3,15.7,0,20.5,28.2,29.8,34.7,54.24,6.3,43,88.5,73.9,46,48.6,17.7,76.1,23,79.7,17.9,20.3,12.5,65.1,29,6.4,15.7,22.2,13.6,315.6,152.8,277.8,75.4,138.2,18.2,34.5,19.3
2018-08-01,16.8,22.4,13.9,19.8,14.5,22.1,81.6,25,1.1,16.7,15.3,0,20,16.6,0,22,16.5,0,51.3,11.4,24.9,23.8,0.8,2.6,19.7,117.4,66.7,63.7,45.3,13.9,80.9,23.6,92.1,22.2,27.4,21.8,77.6,32.8,5.8,8.8,19.8,0,295.8,47.5,207.4,51,278,29,0,13
2018-09-01,72.5,0.9,24.9,33.6,34.7,49.1,80.1,25,0.2,91.5,31.6,63.3,31.4,31.6,0,26.3,18.7,42.5,6.9,0,36,28.1,0,0,0,88.3,42.7,46.3,53.2,29,63.2,55.6,83.3,6.7,0,41.5,86.1,32.3,27.9,19.7,30,14.4,128.8,64.2,123,42,147.9,0.4,35.7,42.5
2018-10-01,21.9,6.3,4,31,4.3,86.3,35.5,124.8,2,30.4,21,21.8,13.8,22.6,62.2,105.3,90.6,7.5,26.1,0,27.3,22.3,1.9,12.5,28.1,23.8,32.4,58.32,68.9,25.1,39.8,15.2,69,201.6,0,127.3,103.1,68.8,24.8,1,15.3,4.3,90.1,0,61.6,31.6,38.9,16.2,5.3,27.8
2018-11-01,206,135.5,69.3,154.6,65.4,230.9,9.9,29.5,3,289.8,79.6,0,209.7,152,327.9,229.2,189.8,111.9,162.2,0,187.5,304.8,125.8,154.9,164.8,54.1,80.1,0,131.5,60.7,52.8,90.8,72.7,282.8,0,38,149.3,166.7,67.6,0,180.4,102.8,95.1,0,120.1,70.6,0,162.6,213.2,140.9
2018-12-01,5,0,4.8,6.2,2.5,115.7,51.9,0,1,3.8,13.3,11.2,31.3,1.8,58.8,39.5,3.7,8.3,64,0,32.7,45.4,40.2,55.8,20.3,93.8,84.1,13.2,142.7,3.9,54.6,9.9,140.3,51.9,1.4,6.5,74.2,29.3,0,1.6,20.6,13.2,412.2,61.9,273.8,82.1,0,3.7,3.3,5.9
2019-01-01,71.2,118.3,48.8,71.5,27.8,108.7,62.6,0,99.6,72.8,117.5,115.1,137.4,31.6,135.2,117.7,75.3,72.4,77.2,35.2,81.3,145.9,113.9,85.7,147.2,87.9,44.7,43.3,78.4,64.7,36.9,69.7,124.5,37.1,36,198.4,67.7,114,0,49.3,188.1,119.4,272.6,114.9,196.2,12.7,0,49.7,102.1,66.9
2019-02-01,161.3,160.8,95.8,125.7,40.5,195.9,62.5,164.6,149.8,213.8,209.8,216.9,130.7,104.2,242.1,176.9,158.1,106.2,137.5,120.1,151.5,142,144.3,123.2,190.3,71.3,69.6,56.2,120,61.8,42.6,78.1,95.6,154.8,96.6,215.7,85.6,154.1,188.1,89.4,118,44.1,344.4,104.7,205.6,0,45,148.1,160.4,113.6
2019-03-01,150.3,187.8,103.8,97.2,56.4,250.5,63.9,261.3,100.1,208.9,295.6,330,262.4,147.8,320.9,266.4,192.3,79.4,217.4,44.9,228.3,173.1,157,178,207,44.9,50.5,40.7,59.6,66.6,36.6,108.2,94.8,143.3,107.3,46.3,96.3,219.7,250.4,67.9,194.8,82.8,158.6,87.4,123.8,11.7,120.3,173.9,60.1,111.3
2019-04-01,170.4,237.5,97.9,124.9,14,169.8,87,277,114.7,196.9,20.1,206.3,222.3,39.9,197.3,279.8,103.8,115.5,181.9,11.9,230.6,307.3,120.8,0,198.9,75.7,102.8,0,0,68.7,52.1,133.9,132,190.9,99.3,99.8,64.2,173.6,335.2,69.4,163.4,85.1,289.1,108.1,206.4,94.6,153.4,139.9,165.9,116.1
2019-05-01,48.6,59.1,21.1,28.3,0,68.5,147,113.9,256.9,51.1,64.5,34.7,48.7,11.5,89.4,33.8,4.4,21.5,55.7,116,79.5,5.8,61.5,64.7,69.3,190.8,113.5,0,0,38.5,17,0,268.8,42.2,42.7,79.4,0,10.9,200.2,41.1,2.3,0.6,539.2,74.4,6.4,215,176.5,0.9,23.5,56.2
2019-06-01,24.6,29.6,11.6,12.5,0,13.7,154.2,68.7,221.2,14.5,19.8,38.1,31,14.6,80.1,9.2,11.9,4.5,42.4,48.2,24.4,38.2,38.6,33.4,33.4,131.2,96.4,0,0,15.4,0,11.7,408,6.9,10.1,74.2,0,19.2,177.7,3.9,0,0,98.7,0,0,101.7,0,0.3,10.2,9.9
2019-07-01,0,17.6,0,0,0,0,107.8,3,94.3,0,10.7,24.3,0,0,1.2,0,0,0,0.4,30.4,0.3,0.7,21.4,0,2.9,180.5,8.7,0,0,0,0,0,200.5,0,2.5,0.6,0,0.1,3.3,0,17.9,9.8,0,0,0,61.8,0,4.4,10.7,0.1
2019-08-01,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
